,mse_test_0.95,mse_test_0.9,mse_test_0.85,mse_test_0.8,mse_test_0.75,mse_test_0.7,mse_test_0.65,mse_test_0.6
175,0.0061684395,0.0048274947,0.0042936117,0.0040499056,0.0039268117,0.003771575,0.0034796672,0.0034452616
176,0.006168474,0.004827335,0.0042935973,0.0040500625,0.003926754,0.0037716085,0.0034797732,0.0034452938
177,0.0061686556,0.004827597,0.0042938353,0.004049746,0.003926764,0.0037714744,0.0034798344,0.0034454437
178,0.0060959,0.00478594,0.0043621706,0.004040816,0.0039213966,0.003787358,0.0034934955,0.0034741256
179,0.0060693924,0.0047840234,0.0044200486,0.0040022037,0.0039278083,0.0037940484,0.0034822295,0.0034872466
180,0.006016033,0.0047761826,0.0044679875,0.0040069437,0.0039223167,0.0038260473,0.0034992206,0.0035132407
181,0.005969839,0.0047401083,0.0045680306,0.0039528916,0.0039139986,0.0038313442,0.0034941973,0.0035405003
182,0.005976969,0.0047252127,0.004559499,0.003958846,0.0039092954,0.0038276184,0.003498134,0.003537989
183,0.005982519,0.004726701,0.004525866,0.00400117,0.003914705,0.0038339486,0.0035017729,0.003527635
184,0.006150473,0.004681497,0.0045309286,0.00407361,0.0038716171,0.0038145129,0.0035356209,0.003535095
185,0.006219342,0.0046178233,0.0045660078,0.004033823,0.0038703391,0.0037707472,0.0035269356,0.0035162226
186,0.0063024424,0.0046615833,0.0045547113,0.004069325,0.003899591,0.0037520418,0.0035635121,0.0035488198
187,0.0063538603,0.004694222,0.0046203327,0.0040768776,0.0039124642,0.0038012601,0.0035797986,0.0036214618
188,0.006293201,0.0047060507,0.00468534,0.004105532,0.0038980502,0.0038508065,0.0036076175,0.00368818
189,0.0062981904,0.0047138464,0.004700556,0.004066925,0.0038524652,0.0038265216,0.003587767,0.003683489
190,0.006249716,0.0048393514,0.004531153,0.0041062245,0.00390225,0.0038228445,0.0035777008,0.0036582928
191,0.0060195266,0.0048048813,0.0044496027,0.00413901,0.0039394754,0.0038421268,0.0035556697,0.0036640428
192,0.0062343157,0.0048385886,0.0043616914,0.004205328,0.00393621,0.0037960543,0.00356614,0.0036135288
193,0.0063169836,0.0049001873,0.0043072887,0.004288984,0.003961265,0.003798728,0.0035854718,0.0036322603
194,0.006340611,0.005015747,0.0043993862,0.0042140125,0.0040134643,0.0037712308,0.0036373858,0.0036726692
195,0.006311837,0.0050218217,0.00441365,0.0041858186,0.0040085553,0.0037652985,0.003646038,0.0036627494
196,0.0063670003,0.0049221655,0.0042812787,0.0042389743,0.004086257,0.003751247,0.003605756,0.003603725
197,0.006114407,0.00489939,0.0044345064,0.003932575,0.0039277175,0.0038064804,0.003488603,0.00351567
198,0.006136498,0.0048847157,0.0044580763,0.0039187917,0.0039213705,0.0038023398,0.003477226,0.003515217
199,0.0061203674,0.0048860474,0.004491817,0.0039039734,0.0039248755,0.0038061726,0.0034817043,0.0035281368
200,0.006153084,0.0048209913,0.004492374,0.0039398614,0.0038949694,0.003815742,0.0034872394,0.0035262497
201,0.006273254,0.004757765,0.0045507113,0.003940299,0.0038544475,0.0038084032,0.0034869346,0.0035378835
202,0.006380521,0.004741401,0.0045900857,0.0039391825,0.0038229434,0.0038074183,0.0035040607,0.0035635335
203,0.0063209822,0.0046965354,0.0045582675,0.003975047,0.003824484,0.0038053088,0.0035020618,0.0035468333
204,0.0063121603,0.0046901586,0.004517384,0.004003243,0.0038277498,0.0038090749,0.0034980762,0.0035268106
205,0.006422964,0.0046459627,0.004562251,0.0040126652,0.0038034706,0.0037896913,0.0035248133,0.003546269
206,0.0064189136,0.0046601915,0.0045042248,0.004046958,0.0037944543,0.0037957628,0.0035464638,0.0035535772
207,0.006465992,0.00464183,0.004479934,0.004084349,0.0037647851,0.0037994194,0.0035755276,0.0035733483
208,0.006494427,0.004621093,0.004514444,0.004086093,0.0037429533,0.0038051165,0.0035995515,0.003607115
209,0.0064957463,0.0046275305,0.004530442,0.0040852665,0.0037277963,0.003818235,0.0036149526,0.0036318633
210,0.0064725066,0.004647232,0.004539932,0.0040531284,0.0037475338,0.0038143266,0.0035901493,0.0036117027
211,0.0062758415,0.0046944567,0.0045037265,0.004041775,0.0038059803,0.0038148856,0.0035803854,0.0035948984
212,0.0062372284,0.004709084,0.0045072236,0.004029229,0.003819906,0.0038140728,0.0035779497,0.003596407
213,0.006204049,0.0047194944,0.004487641,0.004026683,0.0038370434,0.0038192016,0.0035492268,0.0035681294
214,0.0062420396,0.0047059604,0.0045315293,0.0040062196,0.0038305148,0.0038107443,0.0035422256,0.003574141
215,0.006332229,0.004686886,0.004539372,0.0040074536,0.0038101145,0.0038047624,0.0035256492,0.003568792
216,0.0062921494,0.0046369345,0.0044986815,0.0040583205,0.0037974692,0.0038137333,0.003545262,0.0035588802
217,0.006255401,0.0046274853,0.0044794967,0.004091785,0.003822677,0.0038136768,0.0035339124,0.0035559516
218,0.0063653374,0.0045981198,0.004520377,0.004095701,0.0038165515,0.0038004245,0.0035128098,0.0035785981
219,0.0064226147,0.004604437,0.0044710715,0.0041256435,0.0037977307,0.0037755282,0.0035184,0.00356304
220,0.00645247,0.004614959,0.0044390457,0.004179315,0.0037971248,0.003785241,0.0035458861,0.0035865284
221,0.0064392765,0.0045468723,0.0044548595,0.00426648,0.0037989605,0.0038200354,0.0035631408,0.0036597524
222,0.0064376695,0.0045497078,0.004484201,0.004239874,0.0037778576,0.0038237716,0.0035610867,0.003672096
223,0.006356165,0.004604449,0.004470772,0.00423541,0.003820028,0.0038223194,0.0035677361,0.0036609338
224,0.006336539,0.004691467,0.0044366936,0.0042173783,0.0038627237,0.0038213318,0.0035647,0.003656892
225,0.006285903,0.0047898204,0.0043516597,0.004244258,0.0039124847,0.0038199027,0.0035755795,0.0036447619
226,0.006249349,0.0049020573,0.0043710032,0.0042229383,0.0039313356,0.0038028539,0.0035844392,0.003636502
227,0.0062812855,0.004923478,0.004308011,0.0042866673,0.0039729206,0.0038108884,0.0035782875,0.003645064
228,0.006302566,0.004995564,0.0043136277,0.0042632595,0.0039760144,0.0037853713,0.0035945165,0.0036276793
229,0.006218776,0.0050173774,0.004339931,0.004220359,0.0039452068,0.003765106,0.0035965343,0.0035986644
230,0.006242322,0.005031346,0.004254251,0.004256958,0.0039968467,0.0037604438,0.0035805223,0.0035704218
231,0.006177486,0.0050693178,0.0042487746,0.004232136,0.004007308,0.0037411756,0.0035543444,0.003550606
232,0.0060814954,0.0051147714,0.004277306,0.004204015,0.00398839,0.0037614128,0.0034888305,0.003541287
233,0.006089961,0.005138298,0.004274766,0.0042188917,0.0040048026,0.003766658,0.003492845,0.0035610935
234,0.0060206032,0.005242684,0.0042630313,0.004249299,0.0040657585,0.0037521727,0.0035123806,0.003601059
235,0.0060510635,0.0051755887,0.0042811143,0.00424483,0.0040521193,0.0037602333,0.0034960413,0.0035934027
236,0.0060885334,0.0051282863,0.0042782314,0.004226562,0.0040534236,0.0037657171,0.0034982169,0.0035879207
237,0.0060872873,0.0050911307,0.0042591486,0.0042285337,0.004061408,0.0037701628,0.0034932843,0.0035859598
238,0.00615217,0.005042674,0.004275555,0.004185753,0.0040346044,0.0037832365,0.0034959263,0.0035722053
239,0.0061571295,0.0050480887,0.0042741573,0.0041930177,0.004047626,0.003778662,0.003500482,0.0035766575
240,0.0061842557,0.005074489,0.0042217374,0.0042762347,0.0040859063,0.0037685141,0.0035057156,0.0035930497
241,0.006211968,0.0050717993,0.004251648,0.0042274096,0.0040738084,0.0037479468,0.0035232194,0.0035665415
242,0.006218385,0.005093555,0.004295963,0.0041838516,0.004030119,0.0037450318,0.0035245973,0.003548261
243,0.0062879394,0.005055182,0.0042461255,0.0042241625,0.0040337318,0.0037442488,0.0035284318,0.0035365873
244,0.0062697195,0.005042767,0.0042333757,0.004223696,0.0040111737,0.0037343623,0.0035235523,0.0035094453
245,0.0061985143,0.005102003,0.004275353,0.004192839,0.004001003,0.0037293602,0.0035265272,0.0035133294
246,0.0062040286,0.0052178516,0.0042809164,0.0042093047,0.004037439,0.0037155678,0.0035561917,0.0035452466
247,0.006204132,0.005302102,0.0043039564,0.004192648,0.004054455,0.0037052126,0.0035798943,0.0035630225
248,0.0061993464,0.0052133743,0.004310825,0.0041967887,0.0040424564,0.0037177284,0.003553754,0.0035539686
249,0.006233049,0.005134556,0.004310673,0.004187253,0.0040472406,0.003734722,0.0035442235,0.0035572648
