,file_name,mse_train_0.95,mse_test_0.95,mae_train_0.95,mae_test_0.95,No_of_epochs_0.95,mse_train_0.9,mse_test_0.9,mae_train_0.9,mae_test_0.9,No_of_epochs_0.9,mse_train_0.85,mse_test_0.85,mae_train_0.85,mae_test_0.85,No_of_epochs_0.85,mse_train_0.8,mse_test_0.8,mae_train_0.8,mae_test_0.8,No_of_epochs_0.8,mse_train_0.75,mse_test_0.75,mae_train_0.75,mae_test_0.75,No_of_epochs_0.75,mse_train_0.7,mse_test_0.7,mae_train_0.7,mae_test_0.7,No_of_epochs_0.7,mse_train_0.65,mse_test_0.65,mae_train_0.65,mae_test_0.65,No_of_epochs_0.65,mse_train_0.6,mse_test_0.6,mae_train_0.6,mae_test_0.6,No_of_epochs_0.6
0,indoor_env_1.csv,0.0049468833902512,0.006498082908310362,0.05203343119649582,0.05809512019721437,7.3,0.00512453778717783,0.005686203094421904,0.05301420776438357,0.05574891327727828,10.3,0.003937481668365138,0.004273375650440604,0.04698206451752709,0.04769530391360926,6.7,0.003904380294126759,0.0038958041850433297,0.04633644198142246,0.0465600041334352,11.2,0.0033592579375944114,0.0034033811131773646,0.0424539617846338,0.04288580770128181,9.8,0.003322625876985361,0.0034629207666781584,0.041692780137790174,0.042704978089755076,9.9,0.0033020690139271593,0.003503770175308167,0.04176744222870195,0.043208107367364745,8.1,0.0033162124904968114,0.0034316999219257396,0.041971758855627754,0.04294838363558021,7.3
1,indoor_env_2.csv,0.006414080065774659,0.00745000008981697,0.058957297591782906,0.06437352110287908,11.7,0.004148873155261672,0.004487866873634731,0.04848075051407939,0.05003740538394467,10.4,0.003915778129389263,0.00446422752759622,0.04642970966918271,0.049224689734470806,11.1,0.003965566217463461,0.004399577814724125,0.04666387776097184,0.04882387271390902,8.9,0.004021652723393538,0.004403339558363128,0.048166969247428186,0.04931729094432792,10.2,0.003989357986670976,0.004409731146153815,0.04753301788778831,0.0489729354220542,12.7,0.003411705338079698,0.0036829955425774106,0.04400732695842808,0.045099589630628725,7.4,0.0034535340362699743,0.0037404781874093643,0.04411435579811464,0.04532386693718662,10.7
2,indoor_env_3.csv,0.004109301012439653,0.004179899119908552,0.04462643627339431,0.04795672058195293,10.3,0.0037818698613564456,0.004142418127434214,0.043780720763781956,0.04729243462949404,12.8,0.00402008133545677,0.0041953114805959426,0.046924159001253615,0.04862337135128902,8.8,0.003899514236273776,0.004096860921531461,0.046051395456061475,0.04768879410798417,11.2,0.003895288216644225,0.004092105070882259,0.04588849553978863,0.04761547815451452,9.1,0.0038903796371498765,0.004162659516182219,0.04606236196608013,0.04804358848376584,9.3,0.003832057936910927,0.0041321562633163415,0.04601279535495234,0.04767188480185457,8.9,0.003951484481696642,0.0042123317617980775,0.04702611186602555,0.048698097321797536,9.2
3,indoor_env_4.csv,0.006559765827773216,0.006015824410288504,0.05957482236308831,0.05857786858260398,12.6,0.005577667970334646,0.005352404883051798,0.05525714561690577,0.05474906618117729,11.0,0.005479286439337325,0.005374472386344873,0.055227921182971054,0.05505552634403928,11.0,0.00510938249225016,0.004812631374992298,0.053178901985981984,0.0520848712153887,9.9,0.005019330264718988,0.0048183773226140505,0.05189179889251825,0.0514600263906184,9.3,0.00501146385543,0.0047585534827838056,0.05224743653807821,0.05152366748580831,9.7,0.004963270822541877,0.004733867285933227,0.05224792016553993,0.05154735726454346,11.2,0.004897381434064053,0.004731838845342361,0.05201040954645112,0.051595231478639744,12.8
4,indoor_env_5.csv,0.006001693444990196,0.007573347282642154,0.058788323817490974,0.0651077817499721,15.8,0.006535213087291268,0.006782360361194352,0.06017918200916653,0.06236894497248714,14.2,0.005547856277426913,0.005679201244293797,0.055539663196784675,0.056848750119089,9.7,0.005041001098933752,0.005038606717834163,0.052416254123646956,0.05318994444999438,11.0,0.005010684513676047,0.005067742408835143,0.05276528347033952,0.05409614993177771,9.6,0.004943178434275214,0.005064096318368455,0.05229385970882745,0.05374202097314599,9.4,0.004879680458459137,0.005133032516847049,0.052350906106270724,0.05418311005222989,10.3,0.004757859681143619,0.00500283580608539,0.05208122158842291,0.053704956507993826,10.0
5,indoor_env_6.csv,0.007678031103379364,0.008931286083586157,0.06736544528224572,0.06959097643639504,18.5,0.003707193602514693,0.003917512374655499,0.04556698777345501,0.04652403964977255,10.9,0.003775124909213701,0.0037820184017102894,0.04472920602806601,0.04591865027338328,9.9,0.003819782657129283,0.003725785116125468,0.04551520904243872,0.04594240635572065,11.4,0.00375863509702573,0.003725864133291081,0.04492255433911359,0.04548863400182367,11.3,0.0037491806971561223,0.0037638962140274916,0.04493771898916642,0.045610596958100984,10.5,0.003614616933005039,0.0037734017907288713,0.04479457819591269,0.046150579366104304,10.7,0.0032744895025982783,0.0034591983195097235,0.04274981799510734,0.04400382291487466,12.1
6,indoor_env_7.csv,0.006234513572241352,0.007632486567732582,0.06104959859727841,0.0650792669166796,13.3,0.005277400350107245,0.006559892227635179,0.055940750909322545,0.05998608105417219,13.0,0.005029299681265067,0.005847409037753784,0.05462645673047638,0.0566501062222309,11.7,0.004226784415507526,0.004857731818619361,0.04974217176231191,0.05168982069093109,10.0,0.004209094542604959,0.0045383196946113015,0.048703572160548755,0.05006182202882196,12.8,0.004187979415782252,0.0046182477480196365,0.04829539854782154,0.05007491906044374,12.4,0.004199673850094087,0.004588200550829652,0.048685878298956445,0.05040859435859206,11.1,0.004258065998587744,0.004475658164429257,0.04804055161351729,0.0494672837543948,13.0
7,indoor_env_8.csv,0.006677254658172695,0.009197264077684347,0.06308530297892304,0.07069179782533354,10.5,0.005868924957716386,0.007127050316453462,0.057869658984292784,0.06282559155098641,16.4,0.006146336715377577,0.007066360926115044,0.05906689585865008,0.06219196006387158,13.9,0.0062428882550446246,0.007159700860747423,0.05963277059898703,0.06259870599596123,13.0,0.006077365166703668,0.0068476437310345155,0.059696031859669964,0.06178905649991197,14.4,0.005404351540666448,0.006076223068264894,0.0556676797875453,0.057703120717604764,11.7,0.004417258422216304,0.00492727041019037,0.05055192652694612,0.052336429772568936,12.8,0.004203369540591328,0.004586171505839223,0.04869723737678471,0.04996392822699475,11.4
8,indoor_env_9.csv,0.008862936898103472,0.01350982949903461,0.07244034490558103,0.08740393506795431,15.2,0.007591644236693935,0.010251281034297306,0.06757140310145723,0.07558555129838847,18.9,0.005275580347851057,0.006478889967862627,0.05556326799514556,0.05968849364709068,12.9,0.005409976773551947,0.006112122055859926,0.05579218547414701,0.058239679572751356,14.4,0.0038213173428769467,0.004273943891915668,0.04692623074263862,0.049139555068084914,11.3,0.003987139384295127,0.004190220537814664,0.04830966758165979,0.049083242006713226,12.8,0.004023731777164043,0.004227666435850831,0.04769063536011649,0.04828778381437535,11.9,0.004008805988758791,0.004183965099324035,0.04801779340782743,0.048442431800647376,11.3
9,indoor_env_10.csv,0.005894694970346463,0.007497910164485891,0.05632749461783306,0.06494311396526378,14.2,0.006014723919313339,0.007113293195542089,0.05587931875747015,0.06297264567555262,14.2,0.00600641220252735,0.006403355069835029,0.056664900808128846,0.06038965996245403,14.6,0.006097543470470704,0.006599870367103323,0.057150894165752045,0.06085931439699481,13.3,0.00565795237963696,0.0064136621862695515,0.05606016726959653,0.06051857762041701,13.5,0.005793276206610786,0.006388168792560553,0.056431771327008086,0.05972402169615372,15.1,0.005124422922543282,0.005504564389705207,0.05327657491374582,0.05559267849887549,12.7,0.004270184166119713,0.004592812772456636,0.04873259022003507,0.05085182323345442,12.4
